iterations,cuts,model,model_base,discretization_type,dataset,accuracy,std,accuracy_pct,best_in_group,samples,features,classes,improvement_vs_base,best_base_model,best_base_accuracy
100it,5p,AODE-bin5q,AODE,equal_freq,mfeat-morphological,0.657667,0.017333,65.77,false,2000,6,10,,,
100it,5p,AODE-bin5q,AODE,equal_freq,mfeat-zernike,0.737167,0.010039,73.72,false,2000,47,10,,,
100it,5p,AODE-bin5q,AODE,equal_freq,optdigits,0.926097,0.007207,92.61,false,5620,64,10,,,
100it,5p,AODE-bin5q,AODE,equal_freq,page-blocks,0.945004,0.004749,94.5,false,5473,10,5,,,
100it,5p,AODE-bin5q,AODE,equal_freq,pendigits,0.957788,0.004316,95.78,true,10992,16,10,,,
100it,5p,AODE-bin5q,AODE,equal_freq,segment,0.919336,0.015597,91.93,true,2310,19,7,,,
100it,5p,AODE-bin5q,AODE,equal_freq,sonar,0.817585,0.049795,81.76,true,208,60,2,,,
100it,5p,AODE-bin5q,AODE,equal_freq,spambase,0.879879,0.010177,87.99,false,4601,57,2,,,
100it,5p,AODE-bin5q,AODE,equal_freq,vehicle,0.687974,0.024781,68.8,true,846,18,4,,,
100it,5p,AODE-bin5q,AODE,equal_freq,waveform-5000,0.811734,0.013499,81.17,true,5000,40,3,,,
100it,5p,AODE-bin5q,AODE,equal_freq,wine,0.972055,0.027812,97.21,false,178,13,3,,,
100it,5p,TAN-bin5u,TAN,equal_width,adult,0.856419,0.003278,85.64,true,45222,14,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,balance-scale,0.854881,0.029873,85.49,true,625,4,3,,,
100it,5p,TAN-bin5u,TAN,equal_width,breast-w,0.951692,0.016024,95.17,false,683,9,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,diabetes,0.76912,0.027495,76.91,true,768,8,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,ecoli,0.807506,0.029357,80.75,false,336,7,8,,,
100it,5p,TAN-bin5u,TAN,equal_width,glass,0.535026,0.080763,53.5,false,214,9,6,,,
100it,5p,TAN-bin5u,TAN,equal_width,hayes-roth,0.710347,0.071475,71.03,false,160,4,3,,,
100it,5p,TAN-bin5u,TAN,equal_width,heart-statlog,0.809877,0.061206,80.99,false,270,13,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,ionosphere,0.942119,0.03413,94.21,true,351,34,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,iris,0.948889,0.053254,94.89,false,150,4,3,,,
100it,5p,TAN-bin5u,TAN,equal_width,kdd_JapaneseVowels,0.863501,0.008722,86.35,false,9961,14,9,,,
100it,5p,TAN-bin5u,TAN,equal_width,letter,0.719983,0.006974,72,false,20000,16,26,,,
100it,5p,TAN-bin5u,TAN,equal_width,liver-disorders,0.584541,0.048892,58.45,false,345,6,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,mfeat-factors,0.958667,0.011135,95.87,false,2000,216,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,mfeat-fourier,0.797667,0.016049,79.77,false,2000,76,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,mfeat-karhunen,0.935667,0.013708,93.57,true,2000,64,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,mfeat-morphological,0.694667,0.023526,69.47,true,2000,6,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,mfeat-zernike,0.769333,0.016942,76.93,true,2000,47,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,optdigits,0.954861,0.008206,95.49,false,5620,64,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,page-blocks,0.921737,0.004796,92.17,false,5473,10,5,,,
100it,5p,TAN-bin5u,TAN,equal_width,pendigits,0.939017,0.005377,93.9,false,10992,16,10,,,
100it,5p,TAN-bin5u,TAN,equal_width,segment,0.914574,0.009779,91.46,false,2310,19,7,,,
100it,5p,TAN-bin5u,TAN,equal_width,sonar,0.766126,0.071632,76.61,true,208,60,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,spambase,0.766066,0.010708,76.61,false,4601,57,2,,,
100it,5p,TAN-bin5u,TAN,equal_width,vehicle,0.685621,0.045038,68.56,false,846,18,4,,,
100it,5p,TAN-bin5u,TAN,equal_width,waveform-5000,0.802068,0.014466,80.21,false,5000,40,3,,,
100it,5p,TAN-bin5u,TAN,equal_width,wine,0.966346,0.028671,96.63,false,178,13,3,,,
100it,5p,KDBLd,KDB,local,adult,0.838073,0.002312,83.81,false,45222,14,2,-1.74,KDB,0.855505
100it,5p,KDBLd,KDB,local,balance-scale,0.63515,0.03473,63.52,false,625,4,3,-19.79,KDB-bin5q,0.833039
100it,5p,KDBLd,KDB,local,breast-w,0.957528,0.021291,95.75,true,683,9,2,0.19,KDB-mdlp5,0.955582
100it,5p,KDBLd,KDB,local,diabetes,0.750409,0.028543,75.04,false,768,8,2,-1.35,KDB,0.7639
100it,5p,KDBLd,KDB,local,ecoli,0.803647,0.04527,80.36,false,336,7,8,-0.98,KDB-mdlp5,0.813399
100it,5p,KDBLd,KDB,local,glass,0.658973,0.043877,65.9,false,214,9,6,-5.11,KDB-bin5q,0.710072
100it,5p,KDBLd,KDB,local,hayes-roth,0.732739,0.085144,73.27,true,160,4,3,0.6,KDB-bin5q,0.726757
100it,5p,KDBLd,KDB,local,heart-statlog,0.809877,0.069807,80.99,true,270,13,2,0.37,KDB-mdlp5,0.806173
100it,5p,KDBLd,KDB,local,ionosphere,0.904038,0.042016,90.4,false,351,34,2,-3.61,KDB,0.940148
100it,5p,KDBLd,KDB,local,iris,0.94,0.052251,94,false,150,4,3,-0.44,KDB-bin5q,0.944444
100it,5p,KDBLd,KDB,local,kdd_JapaneseVowels,0.893787,0.010272,89.38,false,9961,14,9,-0.96,KDB-bin5q,0.903357
100it,5p,KDBLd,KDB,local,letter,0.633715,0.015047,63.37,false,20000,16,26,-20.76,KDB-bin5q,0.841316
100it,5p,KDBLd,KDB,local,liver-disorders,0.571981,0.038682,57.2,false,345,6,2,-4.54,KDB-bin5q,0.617391
100it,5p,KDBLd,KDB,local,mfeat-factors,0.957,0.011657,95.7,false,2000,216,10,-0.42,KDB,0.961167
100it,5p,KDBLd,KDB,local,mfeat-fourier,0.797333,0.016049,79.73,false,2000,76,10,-0.02,KDB,0.7975
100it,5p,KDBLd,KDB,local,mfeat-karhunen,0.841,0.030116,84.1,false,2000,64,10,-9.83,KDB,0.939333
100it,5p,KDBLd,KDB,local,mfeat-morphological,0.674,0.017469,67.4,false,2000,6,10,-2.37,KDB,0.697667
100it,5p,KDBLd,KDB,local,mfeat-zernike,0.692,0.019068,69.2,false,2000,47,10,-6.52,KDB,0.757167
100it,5p,KDBLd,KDB,local,optdigits,0.959665,0.005928,95.97,true,5620,64,10,0.09,KDB-bin5q,0.958718
100it,5p,KDBLd,KDB,local,page-blocks,0.963152,0.003977,96.32,true,5473,10,5,0.03,KDB-mdlp5,0.962847
100it,5p,KDBLd,KDB,local,pendigits,0.936076,0.00987,93.61,false,10992,16,10,-3.33,KDB-bin5q,0.969341
100it,5p,KDBLd,KDB,local,segment,0.910678,0.016494,91.07,false,2310,19,7,-2.5,KDB-bin5q,0.935642
100it,5p,KDBLd,KDB,local,sonar,0.689616,0.064724,68.96,false,208,60,2,-10.09,KDB,0.790481
100it,5p,KDBLd,KDB,local,spambase,0.930883,0.005486,93.09,false,4601,57,2,-0.24,KDB-mdlp5,0.933274
100it,5p,KDBLd,KDB,local,vehicle,0.669036,0.027724,66.9,false,846,18,4,-3.55,KDB-bin5q,0.704528
100it,5p,KDBLd,KDB,local,waveform-5000,0.807994,0.012413,80.8,false,5000,40,3,-0.43,KDB,0.812267
100it,5p,KDBLd,KDB,local,wine,0.975552,0.027801,97.56,false,178,13,3,-0.02,KDB-mdlp5,0.975714
100it,5p,AODELd,AODE,local,adult,0.798807,0.005043,79.88,false,45222,14,2,-5.43,AODE,0.85308
100it,5p,AODELd,AODE,local,balance-scale,0.790835,0.046329,79.08,false,625,4,3,-9.39,AODE-mdlp5,0.884761
100it,5p,AODELd,AODE,local,breast-w,0.974134,0.016538,97.41,false,683,9,2,-0.05,AODE-mdlp5,0.974621
100it,5p,AODELd,AODE,local,diabetes,0.743485,0.017915,74.35,false,768,8,2,-2.04,AODE,0.763919
100it,5p,AODELd,AODE,local,ecoli,0.814324,0.032853,81.43,false,336,7,8,-1.91,AODE,0.833398
100it,5p,AODELd,AODE,local,glass,0.69803,0.052141,69.8,false,214,9,6,-2.44,AODE-bin5q,0.722477
100it,5p,AODELd,AODE,local,hayes-roth,0.695554,0.077305,69.56,false,160,4,3,-7.08,AODE-mdlp5,0.766345
100it,5p,AODELd,AODE,local,heart-statlog,0.835802,0.047917,83.58,false,270,13,2,-0.49,AODE,0.840741
100it,5p,AODELd,AODE,local,ionosphere,0.912622,0.034453,91.26,false,351,34,2,-0.95,AODE,0.922093
100it,5p,AODELd,AODE,local,iris,0.935556,0.052654,93.56,false,150,4,3,-1.11,AODE-bin5q,0.946667
100it,5p,AODELd,AODE,local,kdd_JapaneseVowels,0.894724,0.008509,89.47,false,9961,14,9,-1.16,AODE-bin5q,0.906335
100it,5p,AODELd,AODE,local,letter,0.572682,0.011575,57.27,false,20000,16,26,-22.43,AODE-bin5q,0.796999
100it,5p,AODELd,AODE,local,liver-disorders,0.598068,0.033974,59.81,false,345,6,2,-7.34,AODE-bin5q,0.671498
100it,5p,AODELd,AODE,local,mfeat-factors,0.939333,0.012445,93.93,false,2000,216,10,-1.15,AODE,0.950833
100it,5p,AODELd,AODE,local,mfeat-fourier,0.784167,0.013973,78.42,true,2000,76,10,0.4,AODE,0.780167
100it,5p,AODELd,AODE,local,mfeat-karhunen,0.927667,0.011475,92.77,false,2000,64,10,-0.37,AODE-bin5q,0.931333
100it,5p,AODELd,AODE,local,mfeat-morphological,0.673333,0.013584,67.33,false,2000,6,10,-2.37,AODE,0.697
100it,5p,AODELd,AODE,local,mfeat-zernike,0.741,0.023199,74.1,false,2000,47,10,-0.8,AODE,0.749
100it,5p,AODELd,AODE,local,optdigits,0.924613,0.007306,92.46,false,5620,64,10,-0.58,AODE,0.930366
100it,5p,AODELd,AODE,local,page-blocks,0.965831,0.005302,96.58,true,5473,10,5,0.47,AODE-mdlp5,0.961082
100it,5p,AODELd,AODE,local,pendigits,0.886434,0.009843,88.64,false,10992,16,10,-7.14,AODE-bin5q,0.957788
100it,5p,AODELd,AODE,local,segment,0.908947,0.014275,90.89,false,2310,19,7,-1.04,AODE-bin5q,0.919336
100it,5p,AODELd,AODE,local,sonar,0.739252,0.064337,73.93,false,208,60,2,-7.83,AODE-bin5q,0.817585
100it,5p,AODELd,AODE,local,spambase,0.903643,0.008358,90.36,false,4601,57,2,-0.15,AODE-mdlp5,0.905165
100it,5p,AODELd,AODE,local,vehicle,0.672206,0.029288,67.22,false,846,18,4,-1.58,AODE-bin5q,0.687974
100it,5p,AODELd,AODE,local,waveform-5000,0.799466,0.011128,79.95,false,5000,40,3,-1.23,AODE-bin5q,0.811734
100it,5p,AODELd,AODE,local,wine,0.986822,0.014588,98.68,false,178,13,3,-0.01,AODE-mdlp5,0.986931
100it,5p,KDB-bin5q,KDB,equal_freq,adult,0.851636,0.002807,85.16,false,45222,14,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,balance-scale,0.833039,0.020635,83.3,true,625,4,3,,,
100it,5p,KDB-bin5q,KDB,equal_freq,breast-w,0.955571,0.014025,95.56,false,683,9,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,diabetes,0.720078,0.019136,72.01,false,768,8,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,ecoli,0.768942,0.035674,76.89,false,336,7,8,,,
100it,5p,KDB-bin5q,KDB,equal_freq,glass,0.710072,0.087259,71.01,true,214,9,6,,,
100it,5p,KDB-bin5q,KDB,equal_freq,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
100it,5p,KDB-bin5q,KDB,equal_freq,heart-statlog,0.791358,0.048728,79.14,false,270,13,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,ionosphere,0.922146,0.036417,92.21,false,351,34,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,iris,0.944444,0.039171,94.44,true,150,4,3,,,
100it,5p,KDB-bin5q,KDB,equal_freq,kdd_JapaneseVowels,0.903357,0.007037,90.34,true,9961,14,9,,,
100it,5p,KDB-bin5q,KDB,equal_freq,letter,0.841316,0.007384,84.13,true,20000,16,26,,,
100it,5p,KDB-bin5q,KDB,equal_freq,liver-disorders,0.617391,0.037872,61.74,true,345,6,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,mfeat-factors,0.958,0.009364,95.8,false,2000,216,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,mfeat-fourier,0.759167,0.016082,75.92,false,2000,76,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,mfeat-karhunen,0.884833,0.013445,88.48,false,2000,64,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,mfeat-morphological,0.660167,0.017151,66.02,false,2000,6,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,mfeat-zernike,0.732833,0.015948,73.28,false,2000,47,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,optdigits,0.958718,0.00453,95.87,false,5620,64,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,page-blocks,0.954383,0.003469,95.44,false,5473,10,5,,,
100it,5p,KDB-bin5q,KDB,equal_freq,pendigits,0.969341,0.003156,96.93,true,10992,16,10,,,
100it,5p,KDB-bin5q,KDB,equal_freq,segment,0.935642,0.011201,93.56,true,2310,19,7,,,
100it,5p,KDB-bin5q,KDB,equal_freq,sonar,0.752334,0.074454,75.23,false,208,60,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,spambase,0.898934,0.009896,89.89,false,4601,57,2,,,
100it,5p,KDB-bin5q,KDB,equal_freq,vehicle,0.704528,0.025653,70.45,true,846,18,4,,,
100it,5p,KDB-bin5q,KDB,equal_freq,waveform-5000,0.811802,0.012102,81.18,false,5000,40,3,,,
100it,5p,KDB-bin5q,KDB,equal_freq,wine,0.93115,0.042997,93.11,false,178,13,3,,,
100it,5p,KDB-mdlp5,KDB,mdlp,adult,0.851754,0.002955,85.18,false,45222,14,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,balance-scale,0.759892,0.026539,75.99,false,625,4,3,,,
100it,5p,KDB-mdlp5,KDB,mdlp,breast-w,0.955582,0.020753,95.56,false,683,9,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,diabetes,0.74784,0.02482,74.78,false,768,8,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,ecoli,0.813399,0.041084,81.34,true,336,7,8,,,
100it,5p,KDB-mdlp5,KDB,mdlp,glass,0.677982,0.051201,67.8,false,214,9,6,,,
100it,5p,KDB-mdlp5,KDB,mdlp,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
100it,5p,KDB-mdlp5,KDB,mdlp,heart-statlog,0.806173,0.052316,80.62,false,270,13,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,ionosphere,0.912609,0.025866,91.26,false,351,34,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,iris,0.94,0.044006,94,false,150,4,3,,,
100it,5p,KDB-mdlp5,KDB,mdlp,kdd_JapaneseVowels,0.836999,0.010126,83.7,false,9961,14,9,,,
100it,5p,KDB-mdlp5,KDB,mdlp,letter,0.656783,0.012327,65.68,false,20000,16,26,,,
100it,5p,KDB-mdlp5,KDB,mdlp,liver-disorders,0.599034,0.034062,59.9,false,345,6,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,mfeat-factors,0.9535,0.008854,95.35,false,2000,216,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,mfeat-fourier,0.787333,0.021349,78.73,false,2000,76,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,mfeat-karhunen,0.9195,0.013797,91.95,false,2000,64,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,mfeat-morphological,0.650667,0.021181,65.07,false,2000,6,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,mfeat-zernike,0.737333,0.014251,73.73,false,2000,47,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,optdigits,0.941338,0.008081,94.13,false,5620,64,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,page-blocks,0.962847,0.004334,96.28,false,5473,10,5,,,
100it,5p,KDB-mdlp5,KDB,mdlp,pendigits,0.824781,0.02192,82.48,false,10992,16,10,,,
100it,5p,KDB-mdlp5,KDB,mdlp,segment,0.89697,0.022595,89.7,false,2310,19,7,,,
100it,5p,KDB-mdlp5,KDB,mdlp,sonar,0.758456,0.081055,75.85,false,208,60,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,spambase,0.933274,0.006044,93.33,true,4601,57,2,,,
100it,5p,KDB-mdlp5,KDB,mdlp,vehicle,0.686788,0.033409,68.68,false,846,18,4,,,
100it,5p,KDB-mdlp5,KDB,mdlp,waveform-5000,0.807931,0.008537,80.79,false,5000,40,3,,,
100it,5p,KDB-mdlp5,KDB,mdlp,wine,0.975714,0.033103,97.57,true,178,13,3,,,
100it,5p,KDB,KDB,base,adult,0.855505,0.002932,85.55,true,45222,14,2,,,
100it,5p,KDB,KDB,base,balance-scale,0.833039,0.020635,83.3,false,625,4,3,,,
100it,5p,KDB,KDB,base,breast-w,0.955582,0.020753,95.56,false,683,9,2,,,
100it,5p,KDB,KDB,base,diabetes,0.7639,0.022456,76.39,true,768,8,2,,,
100it,5p,KDB,KDB,base,ecoli,0.813399,0.041084,81.34,false,336,7,8,,,
100it,5p,KDB,KDB,base,glass,0.710072,0.087259,71.01,false,214,9,6,,,
100it,5p,KDB,KDB,base,hayes-roth,0.726757,0.076738,72.68,false,160,4,3,,,
100it,5p,KDB,KDB,base,heart-statlog,0.806173,0.052316,80.62,false,270,13,2,,,
100it,5p,KDB,KDB,base,ionosphere,0.940148,0.031082,94.01,true,351,34,2,,,
100it,5p,KDB,KDB,base,iris,0.944444,0.039171,94.44,false,150,4,3,,,
100it,5p,KDB,KDB,base,kdd_JapaneseVowels,0.903357,0.007037,90.34,false,9961,14,9,,,
100it,5p,KDB,KDB,base,letter,0.841316,0.007384,84.13,false,20000,16,26,,,
100it,5p,KDB,KDB,base,liver-disorders,0.617391,0.037872,61.74,false,345,6,2,,,
100it,5p,KDB,KDB,base,mfeat-factors,0.961167,0.00801,96.12,true,2000,216,10,,,
100it,5p,KDB,KDB,base,mfeat-fourier,0.7975,0.019434,79.75,true,2000,76,10,,,
100it,5p,KDB,KDB,base,mfeat-karhunen,0.939333,0.011119,93.93,true,2000,64,10,,,
100it,5p,KDB,KDB,base,mfeat-morphological,0.697667,0.022844,69.77,true,2000,6,10,,,
100it,5p,KDB,KDB,base,mfeat-zernike,0.757167,0.016444,75.72,true,2000,47,10,,,
100it,5p,KDB,KDB,base,optdigits,0.958718,0.00453,95.87,false,5620,64,10,,,
100it,5p,KDB,KDB,base,page-blocks,0.962847,0.004334,96.28,false,5473,10,5,,,
100it,5p,KDB,KDB,base,pendigits,0.969341,0.003156,96.93,false,10992,16,10,,,
100it,5p,KDB,KDB,base,segment,0.935642,0.011201,93.56,false,2310,19,7,,,
100it,5p,KDB,KDB,base,sonar,0.790481,0.076456,79.05,true,208,60,2,,,
100it,5p,KDB,KDB,base,spambase,0.933274,0.006044,93.33,false,4601,57,2,,,
100it,5p,KDB,KDB,base,vehicle,0.704528,0.025653,70.45,false,846,18,4,,,
100it,5p,KDB,KDB,base,waveform-5000,0.812267,0.010175,81.23,true,5000,40,3,,,
100it,5p,KDB,KDB,base,wine,0.975714,0.033103,97.57,false,178,13,3,,,
100it,5p,TANLd,TAN,local,adult,0.818436,0.004859,81.84,false,45222,14,2,-3.8,TAN-bin5u,0.856419
100it,5p,TANLd,TAN,local,balance-scale,0.779507,0.078645,77.95,false,625,4,3,-7.54,TAN-bin5u,0.854881
100it,5p,TANLd,TAN,local,breast-w,0.964362,0.016095,96.44,false,683,9,2,-0.19,TAN,0.966302
100it,5p,TANLd,TAN,local,diabetes,0.752602,0.028507,75.26,false,768,8,2,-1.65,TAN-bin5u,0.76912
100it,5p,TANLd,TAN,local,ecoli,0.809549,0.033798,80.95,false,336,7,8,-0.1,TAN,0.81056
100it,5p,TANLd,TAN,local,glass,0.679169,0.039195,67.92,false,214,9,6,-1.75,TAN,0.696626
100it,5p,TANLd,TAN,local,hayes-roth,0.712364,0.053458,71.24,true,160,4,3,0.2,TAN-bin5u,0.710347
100it,5p,TANLd,TAN,local,heart-statlog,0.812346,0.050408,81.23,true,270,13,2,0.25,TAN-bin5u,0.809877
100it,5p,TANLd,TAN,local,ionosphere,0.919276,0.028767,91.93,false,351,34,2,-2.28,TAN-bin5u,0.942119
100it,5p,TANLd,TAN,local,iris,0.933333,0.043644,93.33,false,150,4,3,-1.78,TAN,0.951111
100it,5p,TANLd,TAN,local,kdd_JapaneseVowels,0.862898,0.010276,86.29,false,9961,14,9,-2.93,TAN,0.892179
100it,5p,TANLd,TAN,local,letter,0.5912,0.016038,59.12,false,20000,16,26,-18.55,TAN,0.7767
100it,5p,TANLd,TAN,local,liver-disorders,0.575845,0.035697,57.58,false,345,6,2,-8.21,TAN,0.657971
100it,5p,TANLd,TAN,local,mfeat-factors,0.955833,0.010842,95.58,false,2000,216,10,-0.33,TAN,0.959167
100it,5p,TANLd,TAN,local,mfeat-fourier,0.796167,0.01775,79.62,false,2000,76,10,-0.18,TAN,0.798
100it,5p,TANLd,TAN,local,mfeat-karhunen,0.921167,0.012882,92.12,false,2000,64,10,-1.45,TAN-bin5u,0.935667
100it,5p,TANLd,TAN,local,mfeat-morphological,0.662333,0.020099,66.23,false,2000,6,10,-3.23,TAN-bin5u,0.694667
100it,5p,TANLd,TAN,local,mfeat-zernike,0.7585,0.015405,75.85,false,2000,47,10,-1.08,TAN-bin5u,0.769333
100it,5p,TANLd,TAN,local,optdigits,0.949762,0.008391,94.98,false,5620,64,10,-0.58,TAN,0.955572
100it,5p,TANLd,TAN,local,page-blocks,0.958281,0.004346,95.83,true,5473,10,5,0.55,TAN,0.952799
100it,5p,TANLd,TAN,local,pendigits,0.903839,0.01224,90.38,false,10992,16,10,-3.74,TAN,0.941261
100it,5p,TANLd,TAN,local,segment,0.913709,0.016154,91.37,false,2310,19,7,-1.77,TAN,0.931457
100it,5p,TANLd,TAN,local,sonar,0.751419,0.042415,75.14,false,208,60,2,-1.47,TAN-bin5u,0.766126
100it,5p,TANLd,TAN,local,spambase,0.92719,0.008924,92.72,false,4601,57,2,-0.41,TAN,0.931319
100it,5p,TANLd,TAN,local,vehicle,0.671412,0.023406,67.14,false,846,18,4,-3.31,TAN,0.704531
100it,5p,TANLd,TAN,local,waveform-5000,0.814063,0.011133,81.41,true,5000,40,3,0.51,TAN,0.808929
100it,5p,TANLd,TAN,local,wine,0.973859,0.03232,97.39,true,178,13,3,0.75,TAN,0.966396
100it,5p,AODE,AODE,base,adult,0.85308,0.00292,85.31,true,45222,14,2,,,
100it,5p,AODE,AODE,base,balance-scale,0.884761,0.018882,88.48,false,625,4,3,,,
100it,5p,AODE,AODE,base,breast-w,0.974621,0.014831,97.46,false,683,9,2,,,
100it,5p,AODE,AODE,base,diabetes,0.763919,0.028235,76.39,true,768,8,2,,,
100it,5p,AODE,AODE,base,ecoli,0.833398,0.025827,83.34,true,336,7,8,,,
100it,5p,AODE,AODE,base,glass,0.722477,0.068078,72.25,false,214,9,6,,,
100it,5p,AODE,AODE,base,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
100it,5p,AODE,AODE,base,heart-statlog,0.840741,0.051814,84.07,true,270,13,2,,,
100it,5p,AODE,AODE,base,ionosphere,0.922093,0.025305,92.21,true,351,34,2,,,
100it,5p,AODE,AODE,base,iris,0.946667,0.062742,94.67,false,150,4,3,,,
100it,5p,AODE,AODE,base,kdd_JapaneseVowels,0.906335,0.007882,90.63,false,9961,14,9,,,
100it,5p,AODE,AODE,base,letter,0.796999,0.00564,79.7,false,20000,16,26,,,
100it,5p,AODE,AODE,base,liver-disorders,0.671498,0.04087,67.15,false,345,6,2,,,
100it,5p,AODE,AODE,base,mfeat-factors,0.950833,0.011087,95.08,true,2000,216,10,,,
100it,5p,AODE,AODE,base,mfeat-fourier,0.780167,0.017614,78.02,false,2000,76,10,,,
100it,5p,AODE,AODE,base,mfeat-karhunen,0.931333,0.011835,93.13,false,2000,64,10,,,
100it,5p,AODE,AODE,base,mfeat-morphological,0.697,0.01969,69.7,true,2000,6,10,,,
100it,5p,AODE,AODE,base,mfeat-zernike,0.749,0.019996,74.9,true,2000,47,10,,,
100it,5p,AODE,AODE,base,optdigits,0.930366,0.00595,93.04,true,5620,64,10,,,
100it,5p,AODE,AODE,base,page-blocks,0.961082,0.003244,96.11,false,5473,10,5,,,
100it,5p,AODE,AODE,base,pendigits,0.957788,0.004316,95.78,false,10992,16,10,,,
100it,5p,AODE,AODE,base,segment,0.919336,0.015597,91.93,false,2310,19,7,,,
100it,5p,AODE,AODE,base,sonar,0.817585,0.049795,81.76,false,208,60,2,,,
100it,5p,AODE,AODE,base,spambase,0.905165,0.009972,90.52,false,4601,57,2,,,
100it,5p,AODE,AODE,base,vehicle,0.687974,0.024781,68.8,false,846,18,4,,,
100it,5p,AODE,AODE,base,waveform-5000,0.811734,0.013499,81.17,false,5000,40,3,,,
100it,5p,AODE,AODE,base,wine,0.986931,0.017873,98.69,false,178,13,3,,,
100it,5p,AODE-bin5u,AODE,equal_width,adult,0.85308,0.00292,85.31,false,45222,14,2,,,
100it,5p,AODE-bin5u,AODE,equal_width,balance-scale,0.884761,0.018882,88.48,false,625,4,3,,,
100it,5p,AODE-bin5u,AODE,equal_width,breast-w,0.965346,0.01339,96.53,false,683,9,2,,,
100it,5p,AODE-bin5u,AODE,equal_width,diabetes,0.763919,0.028235,76.39,false,768,8,2,,,
100it,5p,AODE-bin5u,AODE,equal_width,ecoli,0.833398,0.025827,83.34,false,336,7,8,,,
100it,5p,AODE-bin5u,AODE,equal_width,glass,0.550535,0.091007,55.05,false,214,9,6,,,
100it,5p,AODE-bin5u,AODE,equal_width,hayes-roth,0.766345,0.050029,76.63,false,160,4,3,,,
100it,5p,AODE-bin5u,AODE,equal_width,heart-statlog,0.840741,0.051814,84.07,false,270,13,2,,,
100it,5p,AODE-bin5u,AODE,equal_width,ionosphere,0.922093,0.025305,92.21,false,351,34,2,,,
100it,5p,AODE-bin5u,AODE,equal_width,iris,0.946667,0.062742,94.67,false,150,4,3,,,
100it,5p,AODE-bin5u,AODE,equal_width,kdd_JapaneseVowels,0.877991,0.008576,87.8,false,9961,14,9,,,
100it,5p,AODE-bin5u,AODE,equal_width,letter,0.738066,0.005461,73.81,false,20000,16,26,,,
100it,5p,AODE-bin5u,AODE,equal_width,liver-disorders,0.603865,0.05187,60.39,false,345,6,2,,,
100it,5p,AODE-bin5u,AODE,equal_width,mfeat-factors,0.950833,0.011087,95.08,false,2000,216,10,,,
100it,5p,AODE-bin5u,AODE,equal_width,mfeat-fourier,0.780167,0.017614,78.02,false,2000,76,10,,,
100it,5p,AODE-bin5u,AODE,equal_width,mfeat-karhunen,0.931167,0.014543,93.12,false,2000,64,10,,,
100it,5p,AODE-bin5u,AODE,equal_width,mfeat-morphological,0.697,0.01969,69.7,false,2000,6,10,,,
100it,5p,AODE-bin5u,AODE,equal_width,mfeat-zernike,0.749,0.019996,74.9,false,2000,47,10,,,
100it,5p,AODE-bin5u,AODE,equal_width,optdigits,0.930366,0.00595,93.04,false,5620,64,10,,,
100it,5p,AODE-bin5u,AODE,equal_width,page-blocks,0.922712,0.004373,92.27,false,5473,10,5,,,
